Model,sdy_count,sdy_tcd,sdy_ace,sdy_pace,sdy_lmi,sdy_latgen
dtime900,13.725842791267082,28.724883477311515,30.50603745500282,28.15037415669709,1.3188947361138617,1.2370053542190858
