Model,uclim_count,uclim_tcd,uclim_ace,uclim_pace,uclim_lmi
OBS,12.272727272727273,71.31818181818181,121.5793195312062,119.146084142086,26.57402474279877
2:1_1800_3600,10.636363636363637,66.1590909090909,62.51701605395537,88.51974418222605,29.84074806062819
4:1_900_3600,13.409090909090908,85.94318181818181,96.82290349038071,127.43973921095295,29.713529662125563
8:1_450_3600,19.5,125.61363636363636,132.2226773427469,177.34700889213653,27.222108056151274
2:1_450_900,6.045454545454545,36.46590909090909,29.648729331633263,47.77166470825761,33.64125336073233
8:1_450_dmpdz2,5.7727272727272725,36.84090909090909,36.514569111798046,56.22954232213215,31.487622960109206
