Model,rs_count,rs_tcd,rs_ace,rs_pace,rs_lmi
dtime900,1.0,1.0,1.0,1.0,0.9999999999999999
dtime1800,0.9913043478260869,0.982608695652174,0.9913043478260869,0.9913043478260869,0.8999999999999998
dtime450,1.0,1.0,0.9913043478260869,0.9913043478260869,0.49999999999999994
tau3600_lowdmpdz2,0.9739130434782609,0.982608695652174,0.982608695652174,0.982608695652174,0.3
tau900,0.982608695652174,0.982608695652174,1.0,1.0,0.09999999999999999
